model,score_val,eval_metric,pred_time_val,fit_time,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order
WeightedEnsemble_L2,-0.010745403448413108,root_mean_squared_error,0.06865882873535156,36.991501808166504,0.0003330707550048828,0.007784605026245117,2,True,10
NeuralNetFastAI,-0.010874038124744342,root_mean_squared_error,0.06630492210388184,36.262758016586304,0.06630492210388184,36.262758016586304,1,True,8
CatBoost,-0.011526512599643367,root_mean_squared_error,0.0020208358764648438,0.7209591865539551,0.0020208358764648438,0.7209591865539551,1,True,6
LightGBM,-0.011576330031397323,root_mean_squared_error,0.007104396820068359,5.9811930656433105,0.007104396820068359,5.9811930656433105,1,True,4
LightGBMXT,-0.01166103942230911,root_mean_squared_error,0.0048449039459228516,6.273791313171387,0.0048449039459228516,6.273791313171387,1,True,3
XGBoost,-0.011740519821579644,root_mean_squared_error,0.011164665222167969,9.605689287185669,0.011164665222167969,9.605689287185669,1,True,9
KNeighborsUnif,-0.012948254843645979,root_mean_squared_error,0.01600956916809082,0.004383563995361328,0.01600956916809082,0.004383563995361328,1,True,1
ExtraTreesMSE,-0.01692712520129929,root_mean_squared_error,0.04957771301269531,0.495314359664917,0.04957771301269531,0.495314359664917,1,True,7
RandomForestMSE,-0.017353895328643256,root_mean_squared_error,0.03858304023742676,0.5303943157196045,0.03858304023742676,0.5303943157196045,1,True,5
KNeighborsDist,-0.017949333169619688,root_mean_squared_error,0.015819072723388672,0.004801034927368164,0.015819072723388672,0.004801034927368164,1,True,2
